age,assists,blocks,defensive_rebound,effective_field_goal_percentage,field_goal_attempts,field_goal_made,field_goal_percentage,free_throw_attempts,free_throw_made,free_throw_percentage,games_played,games_started,minutes_played,name,offensive_rebound,personal_fouls,points,position,ranking,steals,team,three_pt_percentage,three_pts_attempts,three_pts_made,total_rebound,turnover,two_pts_attempts,two_pts_made,two_pts_percentage
30,,,,,,,.444,,,.944,43,6,1103,Josh Richardson,,,,SG,431,,,.347,,,,,,,.561
29,,,,,,,.450,,,.889,68,36,1905,Duncan Robinson,,,,SF,432,,,.395,,,,,,,.579
23,21,4,53,.542,95,45,.474,16,12,.750,39,1,334,Jeremiah Robinson-Earl,23,24,115,PF,436,10,,.333,39,13,76,16,56,32,.571
22,80,11,158,.462,409,165,.403,68,47,.691,65,13,1177,David Roddy,53,72,425,PF,437,27,TOT,.293,164,48,211,57,245,117,.478
24,,,,.491,,,.413,,,.877,78,66,,Jordan Poole,,,,SG,403,,,.326,,,,,,,.492
23,,,,.535,,,.509,,,.732,51,6,,Craig Porter Jr.,,,,PG,404,,,.353,,,,,,,.536
24,,,,.481,,,.385,,,.833,26,5,,Jontay Porter,,,,PF,405,,,.333,,,,,,,.455
26,,,,,,,.333,,,.636,22,0,81,Jerome Robinson,,,,SG,433,,,.118,,,,,,,.563
25,,,,,,,.575,,,.409,31,21,768,Mitchell Robinson,,,,C,434,,,,,,,,,,.575
22,76,11,149,.462,386,155,.402,67,46,.687,48,13,1114,David Roddy,51,68,403,PF,437,25,,.301,156,47,200,54,230,108,.470
22,4,0,9,.457,23,10,.435,1,1,1.000,17,0,63,David Roddy,2,4,22,PF,437,2,,.125,8,1,11,3,15,9,.600
25,,,,.586,,,.484,,,.836,81,81,,Michael Porter Jr.,,,,SF,406,,,.397,,,,,,,.575
30,,,,.545,,,.424,,,1.000,15,1,,Otto Porter Jr.,,,,SF,407,,,.348,,,,,,,.600
23,,,,,,,.500,,,.760,36,7,304,Orlando Robinson,,,,C,435,,,.533,,,,,,,.491
23,,,,,,,.474,,,.750,39,1,334,Jeremiah Robinson-Earl,,,,PF,436,,,.333,,,,,,,.571
22,,,,,,,.403,,,.691,65,13,1177,David Roddy,,,,PF,437,,TOT,.293,,,,,,,.478
21,14,3,11,.574,27,14,.519,17,13,.765,13,0,78,Ryan Rollins,2,8,44,PG,438,10,TOT,.750,4,3,13,8,23,11,.478
21,11,3,9,.560,25,13,.520,17,13,.765,10,0,66,Ryan Rollins,2,7,41,PG,438,8,,.667,3,2,11,7,22,11,.500
21,3,0,2,.750,2,1,.500,0,0,,3,0,12,Ryan Rollins,0,1,3,PG,438,2,,1.000,1,1,2,1,1,0,.000
28,,,,.562,,,.508,,,.790,82,4,,Bobby Portis,,,,PF,408,,,.407,,,,,,,.545
28,,,,.589,,,.516,,,.858,57,57,,Kristaps Porziņģis,,,,C,409,,,.375,,,,,,,.606
22,,,,,,,.402,,,.687,48,13,1114,David Roddy,,,,PF,437,,,.301,,,,,,,.470
22,,,,,,,.435,,,1.000,17,0,63,David Roddy,,,,PF,437,,,.125,,,,,,,.600
35,78,2,38,.506,165,76,.461,27,24,.889,24,7,399,Derrick Rose,7,21,191,PG,439,8,,.366,41,15,45,31,124,61,.492
29,342,21,212,.518,998,442,.443,198,172,.869,61,60,2040,Terry Rozier,35,101,1205,PG-SG,440,63,TOT,.363,410,149,247,106,588,293,.498
25,,,,.588,,,.475,,,.750,16,0,,Micah Potter,,,,PF,410,,,.429,,,,,,,.526
32,,,,.684,,,.679,,,.708,63,9,,Dwight Powell,,,,C,411,,,.333,,,,,,,.689
21,,,,,,,.519,,,.765,13,0,78,Ryan Rollins,,,,PG,438,,TOT,.750,,,,,,,.478
21,,,,,,,.520,,,.765,10,0,66,Ryan Rollins,,,,PG,438,,,.667,,,,,,,.500
29,198,12,100,.535,549,252,.459,129,109,.845,30,30,1065,Terry Rozier,17,52,696,SG,440,32,,.358,232,83,117,65,317,169,.533
29,144,9,112,.497,449,190,.423,69,63,.913,31,30,975,Terry Rozier,18,49,509,PG,440,31,,.371,178,66,130,41,271,124,.458
30,,,,.594,,,.486,,,.831,76,3,,Norman Powell,,,,SG,412,,,.435,,,,,,,.536
24,,,,.316,,,.316,,,,7,0,,Jason Preston,,,,PG,413,,,.000,,,,,,,.375
21,,,,.333,,,.333,,,,2,0,,Joshua Primo,,,,SG,414,,,.000,,,,,,,.500
21,,,,,,,.500,,,,3,0,12,Ryan Rollins,,,,PG,438,,,1.000,,,,,,,.000
35,,,,,,,.461,,,.889,24,7,399,Derrick Rose,,,,PG,439,,,.366,,,,,,,.492
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
19,62,3,68,.422,161,54,.335,25,19,.760,39,12,633,Rayan Rupert,24,56,155,SG,441,12,,.359,78,28,92,31,83,26,.313
27,482,36,208,.560,1080,492,.456,192,159,.828,76,69,2484,D'Angelo Russell,28,156,1369,PG,442,69,,.415,545,226,236,156,535,266,.497
29,,,,.566,,,.442,,,.735,78,49,,Taurean Prince,,,,PF,415,,,.396,,,,,,,.519
26,,,,.583,,,.468,,,.821,82,5,,Payton Pritchard,,,,PG,416,,,.385,,,,,,,.593
29,,,,,,,.443,,,.869,61,60,2040,Terry Rozier,,,,PG-SG,440,,TOT,.363,,,,,,,.498
29,,,,,,,.459,,,.845,30,30,1065,Terry Rozier,,,,SG,440,,,.358,,,,,,,.533
26,18,1,34,.615,113,49,.434,14,13,.929,28,1,390,Matt Ryan,6,32,152,SF,443,6,,.451,91,41,40,19,22,8,.364
27,673,48,826,.609,1068,634,.594,415,292,.704,82,82,2928,Domantas Sabonis,294,250,1593,C,444,74,,.379,87,33,1120,272,981,601,.613
24,19,7,80,.421,158,60,.380,56,44,.786,43,7,404,Luka Šamanić,22,32,177,PF,445,5,,.203,64,13,102,28,94,47,.500
21,,,,.447,,,.385,,,.683,40,1,,Olivier-Maxence Prosper,,,,PF,417,,,.289,,,,,,,.458
26,,,,.408,,,.368,,,.750,14,0,,Trevelin Queen,,,,SG,418,,,.176,,,,,,,.524
29,,,,,,,.423,,,.913,31,30,975,Terry Rozier,,,,PG,440,,,.371,,,,,,,.458
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
19,,,,,,,.335,,,.760,39,12,633,Rayan Rupert,,,,SG,441,,,.359,,,,,,,.313
25,3,2,10,.643,14,9,.643,2,2,1.000,14,0,60,Jermaine Samuels,3,5,20,SF,446,1,,.000,2,0,13,0,12,9,.750
21,0,0,17,.519,27,14,.519,12,8,.667,9,0,66,Adama Sanogo,19,5,36,PF,447,1,,,0,0,36,5,27,14,.519
24,,,,.644,,,.644,,,.714,28,0,,Neemias Queta,,,,C,419,,,,,,,,,,.644
24,,,,.530,,,.434,,,.853,68,38,,Immanuel Quickley,,,,PG-SG,420,,TOT,.395,,,,,,,.471
27,,,,,,,.456,,,.828,76,69,2484,D'Angelo Russell,,,,PG,442,,,.415,,,,,,,.497
26,,,,,,,.434,,,.929,28,1,390,Matt Ryan,,,,SF,443,,,.451,,,,,,,.364
21,14,2,32,.600,55,28,.509,17,16,.941,23,0,192,Gui Santos,17,23,82,PF,448,4,,.370,27,10,49,7,28,18,.643
29,144,10,210,.562,388,181,.466,93,79,.849,64,9,1098,Dario Šarić,73,112,515,C,449,31,,.376,197,74,283,78,191,107,.560
24,,,,.549,,,.454,,,.872,30,0,,Immanuel Quickley,,,,SG,420,,,.395,,,,,,,.509
24,,,,.518,,,.422,,,.841,38,38,,Immanuel Quickley,,,,PG,420,,,.395,,,,,,,.448
27,,,,,,,.594,,,.704,82,82,2928,Domantas Sabonis,,,,C,444,,,.379,,,,,,,.613
24,,,,,,,.380,,,.786,43,7,404,Luka Šamanić,,,,PF,445,,,.203,,,,,,,.500
24,2,7,26,.632,19,11,.579,15,10,.667,15,0,98,Olivier Sarr,10,18,34,C,450,0,,.333,6,2,36,3,13,9,.692
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
25,,,,,,,.643,,,1.000,14,0,60,Jermaine Samuels,,,,SF,446,,,.000,,,,,,,.750
23,236,12,114,.516,512,219,.428,66,58,.879,71,11,1351,Marcus Sasser,11,103,586,PG,451,44,,.375,240,90,125,90,272,129,.474
26,7,0,14,.500,26,10,.385,2,0,.000,23,0,84,Admiral Schofield,3,9,26,PF,452,1,,.375,16,6,17,5,10,4,.400
23,,,,.511,,,.397,,,.690,37,0,,Lester Quinones,,,,SG,421,,,.364,,,,,,,.453
22,,,,.512,,,.439,,,.833,7,1,,Jahmi'us Ramsey,,,,SG,422,,,.273,,,,,,,.632
21,,,,,,,.519,,,.667,9,0,66,Adama Sanogo,,,,PF,447,,,,,,,,,,.519
21,,,,,,,.509,,,.941,23,0,192,Gui Santos,,,,PF,448,,,.370,,,,,,,.643
30,488,17,203,.509,927,403,.435,213,178,.836,80,58,2486,Dennis Schröder,39,164,1122,PG,453,63,TOT,.375,368,138,242,153,559,265,.474
30,313,8,118,.511,559,247,.442,149,127,.852,51,33,1559,Dennis Schröder,22,105,698,PG,453,46,,.350,220,77,140,83,339,170,.501
29,,,,.518,,,.472,,,.781,46,46,,Julius Randle,,,,PF,423,,,.311,,,,,,,.539
27,,,,.549,,,.461,,,.742,68,20,,Duop Reath,,,,C,424,,,.359,,,,,,,.559
29,,,,,,,.466,,,.849,64,9,1098,Dario Šarić,,,,C,449,,,.376,,,,,,,.560
24,,,,,,,.579,,,.667,15,0,98,Olivier Sarr,,,,C,450,,,.333,,,,,,,.692
23,,,,,,,.428,,,.879,71,11,1351,Marcus Sasser,,,,PG,451,,,.375,,,,,,,.474
30,175,9,85,.507,368,156,.424,64,51,.797,29,25,927,Dennis Schröder,17,59,424,PG,453,17,,.412,148,61,102,70,220,95,.432
23,5,1,6,.346,13,4,.308,6,5,.833,6,0,55,Dereon Seabron,1,4,14,SG,454,2,,.500,2,1,7,0,11,3,.273
21,312,46,406,.553,982,527,.537,352,244,.693,63,63,2046,Alperen Sengun,183,211,1331,C,455,76,,.297,111,33,589,162,871,494,.567
25,,,,.568,,,.486,,,.853,82,57,,Austin Reaves,,,,SG,425,,,.367,,,,,,,.583
24,,,,.468,,,.389,,,.759,48,26,,Cam Reddish,,,,SF,426,,,.336,,,,,,,.435
26,,,,,,,.385,,,.000,23,0,84,Admiral Schofield,,,,PF,452,,,.375,,,,,,,.400
30,,,,,,,.435,,,.836,80,58,2486,Dennis Schröder,,,,PG,453,,TOT,.375,,,,,,,.474
30,,,,,,,.442,,,.852,51,33,1559,Dennis Schröder,,,,PG,453,,,.350,,,,,,,.501
20,55,6,86,.468,218,85,.390,41,37,.902,32,11,584,Brice Sensabaugh,16,43,241,SF,456,13,,.296,115,34,102,47,103,51,.495
25,383,18,134,.549,1038,506,.487,370,318,.859,78,51,2075,Collin Sexton,71,154,1458,SG,457,62,,.394,325,128,205,165,713,378,.530
24,,,,.561,,,.540,,,.718,82,24,,Paul Reed,,,,C,427,,,.368,,,,,,,.563
24,,,,.576,,,.477,,,.736,81,14,,Naz Reid,,,,C,428,,,.414,,,,,,,.535
30,,,,,,,.424,,,.797,29,25,927,Dennis Schröder,,,,PG,453,,,.412,,,,,,,.432
23,,,,,,,.308,,,.833,6,0,55,Dereon Seabron,,,,SG,454,,,.500,,,,,,,.273
26,54,10,46,.527,274,118,.431,46,38,.826,46,5,726,Landry Shamet,16,76,327,SG,458,25,,.338,157,53,62,30,117,65,.556
22,85,44,228,.578,294,168,.571,123,75,.610,61,1,921,Day'Ron Sharpe,161,131,415,C,459,24,,.267,15,4,389,70,279,164,.588
24,,,,.591,,,.500,,,.625,17,0,,Jared Rhoden,,,,SG,429,,,.387,,,,,,,.600
26,,,,.691,,,.691,,,.737,67,51,,Nick Richards,,,,C,430,,,.000,,,,,,,.693
21,,,,,,,.537,,,.693,63,63,2046,Alperen Sengun,,,,C,455,,,.297,,,,,,,.567
20,,,,,,,.390,,,.902,32,11,584,Brice Sensabaugh,,,,SF,456,,,.296,,,,,,,.495
20,94,12,118,.475,434,176,.406,119,98,.824,32,25,1059,Shaedon Sharpe,42,88,510,SG,460,28,,.333,180,60,160,72,254,116,.457
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
22,53,2,74,.500,229,90,.393,26,23,.885,57,1,814,Ben Sheppard,15,88,252,SG,461,33,,.314,156,49,89,15,73,41,.562
30,,,,.539,,,.444,,,.944,43,6,,Josh Richardson,,,,SG,431,,,.347,,,,,,,.561
29,,,,.589,,,.450,,,.889,68,36,,Duncan Robinson,,,,SF,432,,,.395,,,,,,,.579
25,,,,,,,.487,,,.859,78,51,2075,Collin Sexton,,,,SG,457,,,.394,,,,,,,.530
26,,,,,,,.431,,,.826,46,5,726,Landry Shamet,,,,SG,458,,,.338,,,,,,,.556
29,342,25,426,.569,1271,681,.536,396,290,.732,80,80,2657,Pascal Siakam,139,193,1737,PF,462,63,TOT,.346,246,85,565,141,1025,596,.581
29,190,10,192,.559,623,325,.522,223,169,.758,39,39,1354,Pascal Siakam,54,87,865,PF,462,32,,.317,145,46,246,83,478,279,.584
29,152,15,234,.579,648,356,.549,173,121,.699,41,41,1303,Pascal Siakam,85,106,872,PF,462,31,,.386,101,39,319,58,547,317,.580
26,,,,.364,,,.333,,,.636,22,0,,Jerome Robinson,,,,SG,433,,,.118,,,,,,,.563
25,,,,.575,,,.575,,,.409,31,21,,Mitchell Robinson,,,,C,434,,,,,,,,,,.575
23,,,,.556,,,.500,,,.760,36,7,,Orlando Robinson,,,,C,435,,,.533,,,,,,,.491
22,,,,,,,.571,,,.610,61,1,921,Day'Ron Sharpe,,,,C,459,,,.267,,,,,,,.588
20,,,,,,,.406,,,.824,32,25,1059,Shaedon Sharpe,,,,SG,460,,,.333,,,,,,,.457
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
27,86,9,88,.581,74,43,.581,15,6,.400,15,12,359,Ben Simmons,31,36,92,PG,463,12,,,0,0,119,27,74,43,.581
26,12,2,6,.476,21,9,.429,0,0,,4,0,67,Kobi Simmons,1,5,20,PG,464,6,,.250,8,2,7,1,13,7,.538
23,,,,.542,,,.474,,,.750,39,1,,Jeremiah Robinson-Earl,,,,PF,436,,,.333,,,,,,,.571
22,,,,.462,,,.403,,,.691,65,13,,David Roddy,,,,PF,437,,TOT,.293,,,,,,,.478
22,,,,,,,.393,,,.885,57,1,814,Ben Sheppard,,,,SG,461,,,.314,,,,,,,.562
29,,,,,,,.536,,,.732,80,80,2657,Pascal Siakam,,,,PF,462,,TOT,.346,,,,,,,.581
24,255,5,145,.523,837,360,.430,178,163,.916,46,46,1582,Anfernee Simons,22,98,1039,SG,465,23,,.385,405,156,167,126,432,204,.472
26,25,3,16,.361,54,17,.315,4,3,.750,7,0,161,Zavier Simpson,4,11,42,PG,466,7,,.294,17,5,20,10,37,12,.324
22,,,,.462,,,.402,,,.687,48,13,,David Roddy,,,,PF,437,,,.301,,,,,,,.470
22,,,,.457,,,.435,,,1.000,17,0,,David Roddy,,,,PF,437,,,.125,,,,,,,.600
29,,,,,,,.522,,,.758,39,39,1354,Pascal Siakam,,,,PF,462,,,.317,,,,,,,.584
29,,,,,,,.549,,,.699,41,41,1303,Pascal Siakam,,,,PF,462,,,.386,,,,,,,.580
25,25,19,91,.691,55,38,.691,24,16,.667,45,11,585,Jericho Sims,56,45,92,C,467,8,,,0,0,147,16,55,38,.691
25,0,0,0,.000,1,0,.000,0,0,,2,0,2,Dmytro Skapintsev,0,0,0,C,468,0,,,0,0,0,0,1,0,.000
21,,,,.574,,,.519,,,.765,13,0,,Ryan Rollins,,,,PG,438,,TOT,.750,,,,,,,.478
21,,,,.560,,,.520,,,.765,10,0,,Ryan Rollins,,,,PG,438,,,.667,,,,,,,.500
27,,,,,,,.581,,,.400,15,12,359,Ben Simmons,,,,PG,463,,,,,,,,,,.581
26,,,,,,,.429,,,,4,0,67,Kobi Simmons,,,,PG,464,,,.250,,,,,,,.538
24,2,1,6,.667,6,4,.667,0,0,,12,0,37,Jalen Slawson,1,8,8,SF,469,1,,.000,2,0,7,2,4,4,1.000
24,0,0,0,,0,0,,0,0,,1,0,1,Javonte Smart,0,0,0,PG,470,0,,,0,0,0,0,0,0,
21,,,,.750,,,.500,,,,3,0,,Ryan Rollins,,,,PG,438,,,1.000,,,,,,,.000
35,,,,.506,,,.461,,,.889,24,7,,Derrick Rose,,,,PG,439,,,.366,,,,,,,.492
29,,,,.518,,,.443,,,.869,61,60,,Terry Rozier,,,,PG-SG,440,,TOT,.363,,,,,,,.498
24,,,,,,,.430,,,.916,46,46,1582,Anfernee Simons,,,,SG,465,,,.385,,,,,,,.472
26,,,,,,,.315,,,.750,7,0,161,Zavier Simpson,,,,PG,466,,,.294,,,,,,,.324
29,86,5,47,.519,237,102,.430,56,43,.768,20,20,605,Marcus Smart,6,53,289,PG,471,41,,.313,134,42,53,62,103,60,.583
26,203,12,114,.482,338,147,.435,58,43,.741,56,2,1059,Dennis Smith Jr.,50,121,369,PG,472,68,,.294,109,32,164,68,229,115,.502
29,,,,.535,,,.459,,,.845,30,30,,Terry Rozier,,,,SG,440,,,.358,,,,,,,.533
29,,,,.497,,,.423,,,.913,31,30,,Terry Rozier,,,,PG,440,,,.371,,,,,,,.458
25,,,,,,,.691,,,.667,45,11,585,Jericho Sims,,,,C,467,,,,,,,,,,.691
25,,,,,,,.000,,,,2,0,2,Dmytro Skapintsev,,,,C,468,,,,,,,,,,.000
26,14,3,8,.561,33,15,.455,2,2,1.000,9,0,131,Dru Smith,6,12,39,SG,473,9,,.412,17,7,14,5,16,8,.500
35,145,4,65,.430,158,66,.418,4,3,.750,43,5,741,Ish Smith,11,49,139,PG,474,17,,.500,8,4,76,47,150,62,.413
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
19,,,,.422,,,.335,,,.760,39,12,,Rayan Rupert,,,,SG,441,,,.359,,,,,,,.313
24,,,,,,,.667,,,,12,0,37,Jalen Slawson,,,,SF,469,,,.000,,,,,,,1.000
24,,,,,,,,,,,1,0,1,Javonte Smart,,,,PG,470,,,,,,,,,,
20,121,61,477,.537,833,378,.454,185,150,.811,76,76,2424,Jabari Smith Jr.,139,200,1044,PF,475,52,,.363,380,138,616,89,453,240,.530
23,63,38,225,.670,395,234,.592,104,72,.692,61,14,1047,Jalen Smith,112,124,601,C,476,17,,.424,144,61,337,44,251,173,.689
19,59,7,54,.500,289,113,.391,15,13,.867,51,0,729,Nick Smith Jr.,18,55,302,SG,477,10,,.432,146,63,72,39,143,50,.350
27,,,,.560,,,.456,,,.828,76,69,,D'Angelo Russell,,,,PG,442,,,.415,,,,,,,.497
26,,,,.615,,,.434,,,.929,28,1,,Matt Ryan,,,,SF,443,,,.451,,,,,,,.364
29,,,,,,,.430,,,.768,20,20,605,Marcus Smart,,,,PG,471,,,.313,,,,,,,.583
26,,,,,,,.435,,,.741,56,2,1059,Dennis Smith Jr.,,,,PG,472,,,.294,,,,,,,.502
26,,,,,,,.455,,,1.000,9,0,131,Dru Smith,,,,SG,473,,,.412,,,,,,,.500
21,12,0,4,.533,46,18,.391,5,3,.600,16,0,84,Terquavion Smith,0,8,52,PG,478,8,,.371,35,13,4,7,11,5,.455
20,249,40,339,.483,776,340,.438,144,111,.771,74,73,2193,Jeremy Sochan,137,168,861,PF,479,62,,.308,227,70,476,140,549,270,.492
27,,,,.609,,,.594,,,.704,82,82,,Domantas Sabonis,,,,C,444,,,.379,,,,,,,.613
24,,,,.421,,,.380,,,.786,43,7,,Luka Šamanić,,,,PF,445,,,.203,,,,,,,.500
35,,,,,,,.418,,,.750,43,5,741,Ish Smith,,,,PG,474,,,.500,,,,,,,.413
20,,,,,,,.454,,,.811,76,76,2424,Jabari Smith Jr.,,,,PF,475,,,.363,,,,,,,.530
27,5,0,2,.500,4,2,.500,0,0,,6,0,26,Pat Spencer,2,1,4,PG,480,0,,.000,2,0,4,1,2,2,1.000
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
21,44,15,45,.432,148,59,.399,42,35,.833,49,2,507,Jaden Springer,33,66,163,SG-PG,481,36,TOT,.208,48,10,78,34,100,49,.490
25,,,,.643,,,.643,,,1.000,14,0,,Jermaine Samuels,,,,SF,446,,,.000,,,,,,,.750
21,,,,.519,,,.519,,,.667,9,0,,Adama Sanogo,,,,PF,447,,,,,,,,,,.519
21,,,,.600,,,.509,,,.941,23,0,,Gui Santos,,,,PF,448,,,.370,,,,,,,.643
23,,,,,,,.592,,,.692,61,14,1047,Jalen Smith,,,,C,476,,,.424,,,,,,,.689
19,,,,,,,.391,,,.867,51,0,729,Nick Smith Jr.,,,,SG,477,,,.432,,,,,,,.350
21,,,,,,,.391,,,.600,16,0,84,Terquavion Smith,,,,PG,478,,,.371,,,,,,,.455
21,35,11,33,.424,118,46,.390,34,28,.824,32,1,377,Jaden Springer,25,49,128,SG,481,25,,.216,37,8,58,26,81,38,.469
21,9,4,12,.467,30,13,.433,8,7,.875,17,1,130,Jaden Springer,8,17,35,PG,481,11,,.182,11,2,20,8,19,11,.579
29,,,,.562,,,.466,,,.849,64,9,,Dario Šarić,,,,C,449,,,.376,,,,,,,.560
24,,,,.632,,,.579,,,.667,15,0,,Olivier Sarr,,,,C,450,,,.333,,,,,,,.692
20,,,,,,,.438,,,.771,74,73,2193,Jeremy Sochan,,,,PF,479,,,.308,,,,,,,.492
27,,,,,,,.500,,,,6,0,26,Pat Spencer,,,,PG,480,,,.000,,,,,,,1.000
26,28,22,91,.479,240,108,.450,54,42,.778,38,3,559,Lamar Stevens,36,45,272,PF,482,23,TOT,.304,46,14,127,24,194,94,.485
26,8,5,19,.500,45,21,.467,11,8,.727,19,1,122,Lamar Stevens,12,14,53,PF,482,6,,.375,8,3,31,9,37,18,.486
26,20,17,72,.474,195,87,.446,43,34,.791,19,2,437,Lamar Stevens,24,31,219,PF,482,17,,.289,38,11,96,15,157,76,.484
23,,,,.516,,,.428,,,.879,71,11,,Marcus Sasser,,,,PG,451,,,.375,,,,,,,.474
26,,,,.500,,,.385,,,.000,23,0,,Admiral Schofield,,,,PF,452,,,.375,,,,,,,.400
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
21,,,,,,,.399,,,.833,49,2,507,Jaden Springer,,,,SG-PG,481,,TOT,.208,,,,,,,.490
22,73,38,231,.575,382,186,.487,85,64,.753,46,45,1423,Isaiah Stewart,74,99,503,PF,483,17,,.383,175,67,305,66,207,119,.575
21,47,7,56,.462,222,82,.369,31,22,.710,50,0,545,Julian Strawther,5,54,227,SF,484,17,,.297,138,41,61,23,84,41,.488
30,,,,.509,,,.435,,,.836,80,58,,Dennis Schröder,,,,PG,453,,TOT,.375,,,,,,,.474
30,,,,.511,,,.442,,,.852,51,33,,Dennis Schröder,,,,PG,453,,,.350,,,,,,,.501
21,,,,,,,.390,,,.824,32,1,377,Jaden Springer,,,,SG,481,,,.216,,,,,,,.469
21,,,,,,,.433,,,.875,17,1,130,Jaden Springer,,,,PG,481,,,.182,,,,,,,.579
27,283,29,272,.533,728,304,.418,97,77,.794,70,70,2239,Max Strus,66,170,853,SF,485,64,,.351,479,168,338,112,249,136,.546
22,205,47,181,.578,714,336,.471,156,118,.756,75,75,2025,Jalen Suggs,48,205,943,SG,486,106,,.397,385,153,229,132,329,183,.556
30,,,,.507,,,.424,,,.797,29,25,,Dennis Schröder,,,,PG,453,,,.412,,,,,,,.432
23,,,,.346,,,.308,,,.833,6,0,,Dereon Seabron,,,,SG,454,,,.500,,,,,,,.273
26,,,,,,,.450,,,.778,38,3,559,Lamar Stevens,,,,PF,482,,TOT,.304,,,,,,,.485
26,,,,,,,.467,,,.727,19,1,122,Lamar Stevens,,,,PF,482,,,.375,,,,,,,.486
24,5,1,6,.526,38,15,.395,2,2,1.000,18,0,87,Cole Swider,1,4,42,SF,487,1,,.333,30,10,7,8,8,5,.625
28,64,15,136,.522,229,108,.472,39,26,.667,65,9,1031,Jae'Sean Tate,61,137,265,SF,488,42,,.299,77,23,197,37,152,85,.559
21,,,,.553,,,.537,,,.693,63,63,,Alperen Sengun,,,,C,455,,,.297,,,,,,,.567
20,,,,.468,,,.390,,,.902,32,11,,Brice Sensabaugh,,,,SF,456,,,.296,,,,,,,.495
25,,,,.549,,,.487,,,.859,78,51,,Collin Sexton,,,,SG,457,,,.394,,,,,,,.530
26,,,,,,,.446,,,.791,19,2,437,Lamar Stevens,,,,PF,482,,,.289,,,,,,,.484
22,,,,,,,.487,,,.753,46,45,1423,Isaiah Stewart,,,,PF,483,,,.383,,,,,,,.575
21,,,,,,,.369,,,.710,50,0,545,Julian Strawther,,,,SF,484,,,.297,,,,,,,.488
25,364,43,534,.552,1426,672,.471,497,414,.833,74,74,2645,Jayson Tatum,67,145,1987,PF,489,75,,.376,609,229,601,188,817,443,.542
24,10,2,20,.538,39,20,.513,5,4,.800,31,0,188,Terry Taylor,17,17,46,PF,490,5,,.222,9,2,37,7,30,18,.600
37,28,3,27,.449,78,29,.372,22,18,.818,27,2,289,Garrett Temple,18,28,88,SG,491,12,,.300,40,12,45,14,38,17,.447
26,,,,.527,,,.431,,,.826,46,5,,Landry Shamet,,,,SG,458,,,.338,,,,,,,.556
22,,,,.578,,,.571,,,.610,61,1,,Day'Ron Sharpe,,,,C,459,,,.267,,,,,,,.588
27,,,,,,,.418,,,.794,70,70,2239,Max Strus,,,,SF,485,,,.351,,,,,,,.546
22,,,,,,,.471,,,.756,75,75,2025,Jalen Suggs,,,,SG,486,,,.397,,,,,,,.556
21,81,18,84,.494,157,69,.439,43,25,.581,59,2,681,Dalen Terry,29,81,180,SG,492,27,,.230,74,17,113,32,83,52,.627
31,61,51,159,.577,293,156,.532,50,38,.760,60,3,1015,Daniel Theis,85,127,376,C,493,21,TOT,.366,71,26,244,42,222,130,.586
20,,,,.475,,,.406,,,.824,32,25,,Shaedon Sharpe,,,,SG,460,,,.333,,,,,,,.457
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
22,,,,.500,,,.393,,,.885,57,1,,Ben Sheppard,,,,SG,461,,,.314,,,,,,,.562
24,,,,,,,.395,,,1.000,18,0,87,Cole Swider,,,,SF,487,,,.333,,,,,,,.625
28,,,,,,,.472,,,.667,65,9,1031,Jae'Sean Tate,,,,SF,488,,,.299,,,,,,,.559
31,0,0,0,.250,4,1,.250,0,0,,1,0,8,Daniel Theis,0,1,2,C,493,0,,.000,1,0,0,0,3,1,.333
31,61,51,159,.581,289,155,.536,50,38,.760,59,3,1007,Daniel Theis,85,126,374,C,493,21,,.371,70,26,244,42,219,129,.589
29,,,,.569,,,.536,,,.732,80,80,,Pascal Siakam,,,,PF,462,,TOT,.346,,,,,,,.581
29,,,,.559,,,.522,,,.758,39,39,,Pascal Siakam,,,,PF,462,,,.317,,,,,,,.584
25,,,,,,,.471,,,.833,74,74,2645,Jayson Tatum,,,,PF,489,,,.376,,,,,,,.542
24,,,,,,,.513,,,.800,31,0,188,Terry Taylor,,,,PF,490,,,.222,,,,,,,.600
37,,,,,,,.372,,,.818,27,2,289,Garrett Temple,,,,SG,491,,,.300,,,,,,,.447
22,192,16,186,.503,1190,526,.442,334,286,.856,66,51,2075,Cam Thomas,28,138,1482,SG,494,45,,.364,396,144,214,124,794,382,.481
34,3,0,0,.400,10,3,.300,0,0,,6,0,19,Isaiah Thomas,0,0,8,PG,495,0,,.500,4,2,0,0,6,1,.167
29,,,,.579,,,.549,,,.699,41,41,,Pascal Siakam,,,,PF,462,,,.386,,,,,,,.580
27,,,,.581,,,.581,,,.400,15,12,,Ben Simmons,,,,PG,463,,,,,,,,,,.581
21,,,,,,,.439,,,.581,59,2,681,Dalen Terry,,,,SG,492,,,.230,,,,,,,.627
