age,assists,blocks,defensive_rebound,effective_field_goal_percentage,field_goal_attempts,field_goal_made,field_goal_percentage,free_throw_attempts,free_throw_made,free_throw_percentage,games_played,games_started,minutes_played,name,offensive_rebound,personal_fouls,points,position,ranking,steals,team,three_pt_percentage,three_pts_attempts,three_pts_made,total_rebound,turnover,two_pts_attempts,two_pts_made,two_pts_percentage
31,,,,,,,.532,,,.760,60,3,1015,Daniel Theis,,,,C,493,,TOT,.366,,,,,,,.586
21,163,38,261,.545,446,239,.536,155,106,.684,62,23,1388,Amen Thompson,148,141,592,SF,496,78,,.138,58,8,409,90,388,231,.595
21,120,59,273,.505,480,232,.483,119,71,.597,63,38,1583,Ausar Thompson,129,175,556,SF,497,68,,.186,113,21,402,84,367,211,.575
26,,,,.476,,,.429,,,,4,0,,Kobi Simmons,,,,PG,464,,,.250,,,,,,,.538
24,,,,.523,,,.430,,,.916,46,46,,Anfernee Simons,,,,SG,465,,,.385,,,,,,,.472
31,,,,,,,.250,,,,1,0,8,Daniel Theis,,,,C,493,,,.000,,,,,,,.333
31,,,,,,,.536,,,.760,59,3,1007,Daniel Theis,,,,C,493,,,.371,,,,,,,.589
33,176,35,219,.551,1133,490,.432,137,127,.927,77,63,2284,Klay Thompson,35,127,1375,SF,498,50,,.387,692,268,254,117,441,222,.503
32,51,14,101,.608,120,73,.608,52,15,.288,49,0,549,Tristan Thompson,73,59,161,C,499,12,,.000,1,0,174,29,119,73,.613
26,,,,.361,,,.315,,,.750,7,0,,Zavier Simpson,,,,PG,466,,,.294,,,,,,,.324
25,,,,.691,,,.691,,,.667,45,11,,Jericho Sims,,,,C,467,,,,,,,,,,.691
22,,,,,,,.442,,,.856,66,51,2075,Cam Thomas,,,,SG,494,,,.364,,,,,,,.481
34,,,,,,,.300,,,,6,0,19,Isaiah Thomas,,,,PG,495,,,.500,,,,,,,.167
21,29,27,103,.514,183,80,.437,20,11,.550,63,3,781,JT Thor,43,60,199,PF,500,11,,.346,81,28,146,15,102,52,.510
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
25,,,,.000,,,.000,,,,2,0,,Dmytro Skapintsev,,,,C,468,,,,,,,,,,.000
24,,,,.667,,,.667,,,,12,0,,Jalen Slawson,,,,SF,469,,,.000,,,,,,,1.000
24,,,,,,,,,,,1,0,,Javonte Smart,,,,PG,470,,,,,,,,,,
21,,,,,,,.536,,,.684,62,23,1388,Amen Thompson,,,,SF,496,,,.138,,,,,,,.595
21,,,,,,,.483,,,.597,63,38,1583,Ausar Thompson,,,,SF,497,,,.186,,,,,,,.575
26,90,49,106,.524,317,126,.397,29,22,.759,65,19,1487,Matisse Thybulle,30,93,354,SF,501,113,,.346,231,80,136,40,86,46,.535
25,77,44,141,.470,279,121,.434,50,22,.440,54,15,974,Xavier Tillman Sr.,70,75,284,C-PF,502,51,TOT,.247,81,20,211,34,198,101,.510
29,,,,.519,,,.430,,,.768,20,20,,Marcus Smart,,,,PG,471,,,.313,,,,,,,.583
26,,,,.482,,,.435,,,.741,56,2,,Dennis Smith Jr.,,,,PG,472,,,.294,,,,,,,.502
33,,,,,,,.432,,,.927,77,63,2284,Klay Thompson,,,,SF,498,,,.387,,,,,,,.503
32,,,,,,,.608,,,.288,49,0,549,Tristan Thompson,,,,C,499,,,.000,,,,,,,.613
25,57,35,101,.437,213,87,.408,43,18,.419,34,13,700,Xavier Tillman Sr.,56,60,204,C,502,42,,.226,53,12,157,29,160,75,.469
25,20,9,40,.576,66,34,.515,7,4,.571,20,2,274,Xavier Tillman Sr.,14,15,80,PF,502,9,,.286,28,8,54,5,38,26,.684
26,,,,.561,,,.455,,,1.000,9,0,,Dru Smith,,,,SG,473,,,.412,,,,,,,.500
35,,,,.430,,,.418,,,.750,43,5,,Ish Smith,,,,PG,474,,,.500,,,,,,,.413
21,,,,,,,.437,,,.550,63,3,781,JT Thor,,,,PF,500,,,.346,,,,,,,.510
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
23,3,1,4,.611,9,5,.556,2,2,1.000,9,0,38,Jacob Toppin,3,3,13,SF,503,0,,.250,4,1,7,1,5,4,.800
25,128,43,235,.661,579,332,.573,100,77,.770,82,28,1730,Obi Toppin,85,143,843,PF,504,47,,.403,253,102,320,69,326,230,.706
30,4,1,10,.292,12,3,.250,0,0,,11,0,53,Juan Toscano-Anderson,4,11,7,SF,505,1,,.250,4,1,14,2,8,2,.250
20,,,,.537,,,.454,,,.811,76,76,,Jabari Smith Jr.,,,,PF,475,,,.363,,,,,,,.530
23,,,,.670,,,.592,,,.692,61,14,,Jalen Smith,,,,C,476,,,.424,,,,,,,.689
26,,,,,,,.397,,,.759,65,19,1487,Matisse Thybulle,,,,SF,501,,,.346,,,,,,,.535
28,189,41,421,.575,951,479,.504,292,255,.873,62,62,2026,Karl-Anthony Towns,94,204,1349,PF,506,43,,.416,327,136,515,177,624,343,.550
25,119,10,163,.531,847,361,.426,96,74,.771,71,41,1994,Gary Trent Jr.,25,96,974,SG,507,77,,.393,453,178,188,47,394,183,.464
24,2,1,8,.500,20,10,.500,8,6,.750,8,0,42,Oscar Tshiebwe,8,3,26,PF,508,2,,,0,0,16,0,20,10,.500
19,,,,.500,,,.391,,,.867,51,0,,Nick Smith Jr.,,,,SG,477,,,.432,,,,,,,.350
21,,,,.533,,,.391,,,.600,16,0,,Terquavion Smith,,,,PG,478,,,.371,,,,,,,.455
20,,,,.483,,,.438,,,.771,74,73,,Jeremy Sochan,,,,PF,479,,,.308,,,,,,,.492
25,,,,,,,.434,,,.440,54,15,974,Xavier Tillman Sr.,,,,C-PF,502,,TOT,.247,,,,,,,.510
25,,,,,,,.408,,,.419,34,13,700,Xavier Tillman Sr.,,,,C,502,,,.226,,,,,,,.469
25,,,,,,,.515,,,.571,20,2,274,Xavier Tillman Sr.,,,,PF,502,,,.286,,,,,,,.684
38,16,7,57,.490,50,18,.360,3,3,1.000,31,10,486,P.J. Tucker,28,54,52,PF,509,16,TOT,.371,35,13,85,8,15,5,.333
38,0,2,13,.600,5,2,.400,0,0,,3,3,66,P.J. Tucker,1,9,6,PF,509,3,,.400,5,2,14,2,0,0,
27,,,,.500,,,.500,,,,6,0,,Pat Spencer,,,,PG,480,,,.000,,,,,,,1.000
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
21,,,,.432,,,.399,,,.833,49,2,,Jaden Springer,,,,SG-PG,481,,TOT,.208,,,,,,,.490
23,,,,,,,.556,,,1.000,9,0,38,Jacob Toppin,,,,SF,503,,,.250,,,,,,,.800
25,,,,,,,.573,,,.770,82,28,1730,Obi Toppin,,,,PF,504,,,.403,,,,,,,.706
38,16,5,44,.478,45,16,.356,3,3,1.000,28,7,420,P.J. Tucker,27,45,46,PF,509,13,,.367,30,11,71,6,15,5,.333
27,100,144,420,.587,909,476,.524,317,245,.773,77,77,2076,Myles Turner,113,232,1313,C,510,39,,.358,324,116,533,109,585,360,.615
21,,,,.424,,,.390,,,.824,32,1,,Jaden Springer,,,,SG,481,,,.216,,,,,,,.469
21,,,,.467,,,.433,,,.875,17,1,,Jaden Springer,,,,PG,481,,,.182,,,,,,,.579
30,,,,,,,.250,,,,11,0,53,Juan Toscano-Anderson,,,,SF,505,,,.250,,,,,,,.250
28,,,,,,,.504,,,.873,62,62,2026,Karl-Anthony Towns,,,,PF,506,,,.416,,,,,,,.550
23,2,0,8,.500,20,8,.400,0,0,,18,0,48,Hunter Tyson,1,10,20,PF,511,1,,.286,14,4,9,2,6,4,.667
24,11,7,43,.583,84,37,.440,32,29,.906,24,2,307,Stanley Umude,8,40,127,SG,512,8,,.453,53,24,51,14,31,13,.419
26,,,,.479,,,.450,,,.778,38,3,,Lamar Stevens,,,,PF,482,,TOT,.304,,,,,,,.485
26,,,,.500,,,.467,,,.727,19,1,,Lamar Stevens,,,,PF,482,,,.375,,,,,,,.486
25,,,,,,,.426,,,.771,71,41,1994,Gary Trent Jr.,,,,SG,507,,,.393,,,,,,,.464
24,,,,,,,.500,,,.750,8,0,42,Oscar Tshiebwe,,,,PF,508,,,,,,,,,,.500
31,173,68,535,.585,719,402,.559,205,161,.785,82,82,1925,Jonas Valančiūnas,186,218,1002,C,513,32,,.308,120,37,721,111,599,365,.609
24,36,5,97,.553,114,59,.518,36,24,.667,29,6,581,Jarred Vanderbilt,41,43,150,PF,514,36,,.296,27,8,138,28,87,51,.586
26,,,,.474,,,.446,,,.791,19,2,,Lamar Stevens,,,,PF,482,,,.289,,,,,,,.484
22,,,,.575,,,.487,,,.753,46,45,,Isaiah Stewart,,,,PF,483,,,.383,,,,,,,.575
38,,,,,,,.360,,,1.000,31,10,486,P.J. Tucker,,,,PF,509,,TOT,.371,,,,,,,.333
38,,,,,,,.400,,,,3,3,66,P.J. Tucker,,,,PF,509,,,.400,,,,,,,
29,589,59,245,.527,1018,423,.416,229,197,.860,73,73,2684,Fred VanVleet,33,183,1270,PG,515,101,,.387,586,227,278,126,432,196,.454
23,277,23,234,.550,1056,498,.472,201,161,.801,68,62,2248,Devin Vassell,27,74,1323,SG,516,73,,.372,446,166,261,108,610,332,.544
21,,,,.462,,,.369,,,.710,50,0,,Julian Strawther,,,,SF,484,,,.297,,,,,,,.488
27,,,,.533,,,.418,,,.794,70,70,,Max Strus,,,,SF,485,,,.351,,,,,,,.546
38,,,,,,,.356,,,1.000,28,7,420,P.J. Tucker,,,,PF,509,,,.367,,,,,,,.333
27,,,,,,,.524,,,.773,77,77,2076,Myles Turner,,,,C,510,,,.358,,,,,,,.615
28,19,7,66,.558,191,84,.440,15,12,.800,42,0,511,Sasha Vezenkov,30,42,225,PF,517,20,,.375,120,45,96,12,71,39,.549
27,21,0,5,.337,49,15,.306,2,1,.500,11,0,218,Gabe Vincent,4,19,34,PG,518,9,,.107,28,3,9,5,21,12,.571
22,,,,.578,,,.471,,,.756,75,75,,Jalen Suggs,,,,SG,486,,,.397,,,,,,,.556
24,,,,.526,,,.395,,,1.000,18,0,,Cole Swider,,,,SF,487,,,.333,,,,,,,.625
23,,,,,,,.400,,,,18,0,48,Hunter Tyson,,,,PF,511,,,.286,,,,,,,.667
24,,,,,,,.440,,,.906,24,2,307,Stanley Umude,,,,SG,512,,,.453,,,,,,,.419
33,254,60,591,.522,1211,586,.484,129,106,.822,76,74,2610,Nikola Vučević,210,190,1370,C,519,50,,.294,313,92,801,120,898,494,.550
20,13,7,30,.507,67,29,.433,22,17,.773,10,4,153,Tristan Vukcevic,6,28,85,C,520,5,,.278,36,10,36,10,31,19,.613
28,,,,.522,,,.472,,,.667,65,9,,Jae'Sean Tate,,,,SF,488,,,.299,,,,,,,.559
25,,,,.552,,,.471,,,.833,74,74,,Jayson Tatum,,,,PF,489,,,.376,,,,,,,.542
31,,,,,,,.559,,,.785,82,82,1925,Jonas Valančiūnas,,,,C,513,,,.308,,,,,,,.609
24,,,,,,,.518,,,.667,29,6,581,Jarred Vanderbilt,,,,PF,514,,,.296,,,,,,,.586
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
27,43,25,181,.584,232,96,.414,26,20,.769,54,32,1108,Dean Wade,37,93,291,PF,521,40,,.391,202,79,218,20,30,17,.567
22,269,28,309,.525,1096,528,.482,319,271,.850,72,72,2337,Franz Wagner,72,168,1421,SF,522,76,,.281,334,94,381,137,762,434,.570
24,,,,.538,,,.513,,,.800,31,0,,Terry Taylor,,,,PF,490,,,.222,,,,,,,.600
37,,,,.449,,,.372,,,.818,27,2,,Garrett Temple,,,,SG,491,,,.300,,,,,,,.447
29,,,,,,,.416,,,.860,73,73,2684,Fred VanVleet,,,,PG,515,,,.387,,,,,,,.454
23,,,,,,,.472,,,.801,68,62,2248,Devin Vassell,,,,SG,516,,,.372,,,,,,,.544
28,,,,,,,.440,,,.800,42,0,511,Sasha Vezenkov,,,,PF,517,,,.375,,,,,,,.549
26,96,21,230,.636,552,332,.601,204,166,.814,80,1,1415,Moritz Wagner,117,160,868,C,523,39,,.330,115,38,347,97,437,294,.673
29,1,1,11,.438,24,7,.292,2,2,1.000,11,0,62,Ish Wainright,3,8,23,SF,524,4,TOT,.350,20,7,14,2,4,0,.000
29,0,1,9,.500,18,6,.333,2,2,1.000,7,0,46,Ish Wainright,0,4,20,SF,524,2,,.375,16,6,9,1,2,0,.000
21,,,,.494,,,.439,,,.581,59,2,,Dalen Terry,,,,SG,492,,,.230,,,,,,,.627
31,,,,.577,,,.532,,,.760,60,3,,Daniel Theis,,,,C,493,,TOT,.366,,,,,,,.586
27,,,,,,,.306,,,.500,11,0,218,Gabe Vincent,,,,PG,518,,,.107,,,,,,,.571
33,,,,,,,.484,,,.822,76,74,2610,Nikola Vučević,,,,C,519,,,.294,,,,,,,.550
29,1,0,2,.250,6,1,.167,0,0,,4,0,16,Ish Wainright,3,4,3,SF,524,2,,.250,4,1,5,1,2,0,.000
21,71,22,357,.500,509,234,.460,171,129,.754,72,23,1700,Jabari Walker,151,173,638,SF,525,42,,.295,139,41,508,66,370,193,.522
31,,,,.250,,,.250,,,,1,0,,Daniel Theis,,,,C,493,,,.000,,,,,,,.333
31,,,,.581,,,.536,,,.760,59,3,,Daniel Theis,,,,C,493,,,.371,,,,,,,.589
20,,,,,,,.433,,,.773,10,4,153,Tristan Vukcevic,,,,C,520,,,.278,,,,,,,.613
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
27,,,,,,,.414,,,.769,54,32,1108,Dean Wade,,,,PF,521,,,.391,,,,,,,.567
20,40,11,51,.509,110,45,.409,9,8,.889,33,0,340,Jarace Walker,12,29,120,PF,526,15,,.400,55,22,63,17,55,23,.418
25,74,20,114,.528,492,208,.423,59,45,.763,58,0,1011,Lonnie Walker IV,13,71,565,SG,527,32,,.384,271,104,127,51,221,104,.471
22,,,,.503,,,.442,,,.856,66,51,,Cam Thomas,,,,SG,494,,,.364,,,,,,,.481
34,,,,.400,,,.300,,,,6,0,,Isaiah Thomas,,,,PG,495,,,.500,,,,,,,.167
22,,,,,,,.482,,,.850,72,72,2337,Franz Wagner,,,,SF,522,,,.281,,,,,,,.570
26,,,,,,,.601,,,.814,80,1,1415,Moritz Wagner,,,,C,523,,,.330,,,,,,,.673
29,,,,,,,.292,,,1.000,11,0,62,Ish Wainright,,,,SF,524,,TOT,.350,,,,,,,.000
20,120,37,135,.602,442,217,.491,37,29,.784,82,13,1692,Cason Wallace,52,129,561,SG,528,76,,.419,234,98,187,45,208,119,.572
19,5,1,15,.467,15,6,.400,2,1,.500,9,1,83,Jordan Walsh,5,11,15,SF,529,5,,.222,9,2,20,3,6,4,.667
21,,,,.545,,,.536,,,.684,62,23,,Amen Thompson,,,,SF,496,,,.138,,,,,,,.595
21,,,,.505,,,.483,,,.597,63,38,,Ausar Thompson,,,,SF,497,,,.186,,,,,,,.575
29,,,,,,,.333,,,1.000,7,0,46,Ish Wainright,,,,SF,524,,,.375,,,,,,,.000
29,,,,,,,.167,,,,4,0,16,Ish Wainright,,,,SF,524,,,.250,,,,,,,.000
21,,,,,,,.460,,,.754,72,23,1700,Jabari Walker,,,,SF,525,,,.295,,,,,,,.522
30,9,1,17,.463,41,18,.439,4,3,.750,11,0,125,T.J. Warren,5,11,41,SF,530,4,,.154,13,2,22,4,28,16,.571
25,141,59,326,.518,811,354,.436,145,99,.683,73,45,2221,P.J. Washington,85,169,939,PF,531,72,TOT,.320,413,132,411,96,398,222,.558
33,,,,.551,,,.432,,,.927,77,63,,Klay Thompson,,,,SF,498,,,.387,,,,,,,.503
32,,,,.608,,,.608,,,.288,49,0,,Tristan Thompson,,,,C,499,,,.000,,,,,,,.613
21,,,,.514,,,.437,,,.550,63,3,,JT Thor,,,,PF,500,,,.346,,,,,,,.510
20,,,,,,,.409,,,.889,33,0,340,Jarace Walker,,,,PF,526,,,.400,,,,,,,.418
25,,,,,,,.423,,,.763,58,0,1011,Lonnie Walker IV,,,,SG,527,,,.384,,,,,,,.471
25,97,32,179,.524,509,227,.446,94,67,.713,44,17,1286,P.J. Washington,53,112,600,PF,531,38,,.324,244,79,232,66,265,148,.558
25,44,27,147,.508,302,127,.421,51,32,.627,29,28,935,P.J. Washington,32,57,339,PF,531,34,,.314,169,53,179,30,133,74,.556
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
26,,,,.524,,,.397,,,.759,65,19,,Matisse Thybulle,,,,SF,501,,,.346,,,,,,,.535
25,,,,.470,,,.434,,,.440,54,15,,Xavier Tillman Sr.,,,,C-PF,502,,TOT,.247,,,,,,,.510
20,,,,,,,.491,,,.784,82,13,1692,Cason Wallace,,,,SG,528,,,.419,,,,,,,.572
19,,,,,,,.400,,,.500,9,1,83,Jordan Walsh,,,,SF,529,,,.222,,,,,,,.667
30,,,,,,,.439,,,.750,11,0,125,T.J. Warren,,,,SF,530,,,.154,,,,,,,.571
22,5,0,4,.350,20,6,.300,0,0,,11,0,56,TyTy Washington Jr.,1,1,14,PG,532,3,,.333,6,2,5,2,14,4,.286
29,15,7,43,.461,116,41,.353,17,10,.588,34,0,464,Yuta Watanabe,11,39,117,SF,533,12,TOT,.294,85,25,54,19,31,16,.516
25,,,,.437,,,.408,,,.419,34,13,,Xavier Tillman Sr.,,,,C,502,,,.226,,,,,,,.469
25,,,,.576,,,.515,,,.571,20,2,,Xavier Tillman Sr.,,,,PF,502,,,.286,,,,,,,.684
25,,,,,,,.436,,,.683,73,45,2221,P.J. Washington,,,,PF,531,,TOT,.320,,,,,,,.558
25,,,,,,,.446,,,.713,44,17,1286,P.J. Washington,,,,PF,531,,,.324,,,,,,,.558
29,10,7,34,.485,97,35,.361,15,10,.667,29,0,382,Yuta Watanabe,11,34,104,SF,533,9,,.320,75,24,45,16,22,11,.500
29,5,0,9,.342,19,6,.316,2,0,.000,5,0,82,Yuta Watanabe,0,5,13,SF,533,3,,.100,10,1,9,3,9,5,.556
26,24,7,33,.649,104,49,.471,2,2,1.000,38,0,280,Lindy Waters III,7,23,137,SG,534,5,,.435,85,37,40,7,19,12,.632
23,,,,.611,,,.556,,,1.000,9,0,,Jacob Toppin,,,,SF,503,,,.250,,,,,,,.800
25,,,,.661,,,.573,,,.770,82,28,,Obi Toppin,,,,PF,504,,,.403,,,,,,,.706
25,,,,,,,.421,,,.627,29,28,935,P.J. Washington,,,,PF,531,,,.314,,,,,,,.556
22,,,,,,,.300,,,,11,0,56,TyTy Washington Jr.,,,,PG,532,,,.333,,,,,,,.286
29,,,,,,,.353,,,.588,34,0,464,Yuta Watanabe,,,,SF,533,,TOT,.294,,,,,,,.516
23,81,19,142,.571,311,164,.527,97,77,.794,63,2,856,Trendon Watford,52,106,432,PF,535,23,,.397,68,27,194,63,243,137,.564
21,86,88,202,.516,447,208,.465,106,71,.670,80,4,1488,Peyton Watson,56,143,532,SF,536,42,,.296,152,45,258,58,295,163,.553
30,,,,.292,,,.250,,,,11,0,,Juan Toscano-Anderson,,,,SF,505,,,.250,,,,,,,.250
28,,,,.575,,,.504,,,.873,62,62,,Karl-Anthony Towns,,,,PF,506,,,.416,,,,,,,.550
29,,,,,,,.361,,,.667,29,0,382,Yuta Watanabe,,,,SF,533,,,.320,,,,,,,.500
29,,,,,,,.316,,,.000,5,0,82,Yuta Watanabe,,,,SF,533,,,.100,,,,,,,.556
26,,,,,,,.471,,,1.000,38,0,280,Lindy Waters III,,,,SG,534,,,.435,,,,,,,.632
20,274,254,594,.519,1186,551,.465,367,292,.796,71,71,2106,Victor Wembanyama,161,153,1522,C,537,88,,.325,394,128,755,260,792,423,.534
20,166,9,76,.502,215,102,.474,78,52,.667,61,3,876,Blake Wesley,18,89,268,SG,538,29,,.218,55,12,94,55,160,90,.563
35,306,23,250,.486,663,301,.454,160,110,.688,68,11,1529,Russell Westbrook,93,121,754,PG,539,74,,.273,154,42,343,144,509,259,.509
25,,,,.531,,,.426,,,.771,71,41,,Gary Trent Jr.,,,,SG,507,,,.393,,,,,,,.464
24,,,,.500,,,.500,,,.750,8,0,,Oscar Tshiebwe,,,,PF,508,,,,,,,,,,.500
23,,,,,,,.527,,,.794,63,2,856,Trendon Watford,,,,PF,535,,,.397,,,,,,,.564
21,,,,,,,.465,,,.670,80,4,1488,Peyton Watson,,,,SF,536,,,.296,,,,,,,.553
23,405,18,314,.534,1209,541,.447,260,218,.838,79,78,2881,Coby White,44,186,1509,PG,540,53,,.376,556,209,358,166,653,332,.508
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
29,377,87,259,.578,839,387,.461,152,137,.901,73,73,2381,Derrick White,51,152,1107,SG,541,74,,.396,495,196,310,112,344,191,.555
38,,,,.490,,,.360,,,1.000,31,10,,P.J. Tucker,,,,PF,509,,TOT,.371,,,,,,,.333
38,,,,.600,,,.400,,,,3,3,,P.J. Tucker,,,,PF,509,,,.400,,,,,,,
20,,,,,,,.465,,,.796,71,71,2106,Victor Wembanyama,,,,C,537,,,.325,,,,,,,.534
20,,,,,,,.474,,,.667,61,3,876,Blake Wesley,,,,SG,538,,,.218,,,,,,,.563
26,1,1,8,.188,16,2,.125,0,0,,4,0,64,Jack White,4,3,6,SF,542,4,,.200,10,2,12,2,6,0,.000
19,33,17,136,.539,467,212,.454,112,76,.679,47,2,880,Cam Whitmore,44,64,579,SF,543,30,,.359,220,79,180,46,247,133,.538
38,,,,.478,,,.356,,,1.000,28,7,,P.J. Tucker,,,,PF,509,,,.367,,,,,,,.333
27,,,,.587,,,.524,,,.773,77,77,,Myles Turner,,,,C,510,,,.358,,,,,,,.615
35,,,,,,,.454,,,.688,68,11,1529,Russell Westbrook,,,,PG,539,,,.273,,,,,,,.509
23,,,,,,,.447,,,.838,79,78,2881,Coby White,,,,PG,540,,,.376,,,,,,,.508
25,86,19,126,.645,377,212,.562,71,56,.789,78,4,1228,Aaron Wiggins,60,91,542,SG,544,56,,.492,126,62,186,56,251,150,.598
28,119,41,213,.511,780,353,.453,189,142,.751,71,59,1920,Andrew Wiggins,108,147,939,SF,545,42,,.358,254,91,321,87,526,262,.498
23,,,,.500,,,.400,,,,18,0,,Hunter Tyson,,,,PF,511,,,.286,,,,,,,.667
24,,,,.583,,,.440,,,.906,24,2,,Stanley Umude,,,,SG,512,,,.453,,,,,,,.419
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
29,,,,,,,.461,,,.901,73,73,2381,Derrick White,,,,SG,541,,,.396,,,,,,,.555
26,,,,,,,.125,,,,4,0,64,Jack White,,,,SF,542,,,.200,,,,,,,.000
25,0,0,0,.400,5,2,.400,2,2,1.000,3,0,8,Lindell Wigginton,0,1,6,PG,546,0,,.000,2,0,0,1,3,2,.667
24,0,1,1,.250,8,2,.250,1,1,1.000,7,0,16,Alondes Williams,0,2,5,SG,547,0,,.000,4,0,1,2,4,2,.500
31,,,,.585,,,.559,,,.785,82,82,,Jonas Valančiūnas,,,,C,513,,,.308,,,,,,,.609
24,,,,.553,,,.518,,,.667,29,6,,Jarred Vanderbilt,,,,PF,514,,,.296,,,,,,,.586
19,,,,,,,.454,,,.679,47,2,880,Cam Whitmore,,,,SF,543,,,.359,,,,,,,.538
25,,,,,,,.562,,,.789,78,4,1228,Aaron Wiggins,,,,SG,544,,,.492,,,,,,,.598
24,17,1,9,.398,54,20,.370,17,11,.647,17,0,113,Brandon Williams,4,4,54,PG,548,1,,.200,15,3,13,7,39,17,.436
25,174,39,232,.560,605,276,.456,140,106,.757,76,43,2130,Grant Williams,86,226,784,PF,549,44,TOT,.375,336,126,318,109,269,150,.558
25,81,27,123,.538,317,131,.413,55,41,.745,47,33,1242,Grant Williams,46,137,382,PF,549,24,,.376,210,79,169,53,107,52,.486
29,,,,.527,,,.416,,,.860,73,73,,Fred VanVleet,,,,PG,515,,,.387,,,,,,,.454
23,,,,.550,,,.472,,,.801,68,62,,Devin Vassell,,,,SG,516,,,.372,,,,,,,.544
28,,,,.558,,,.440,,,.800,42,0,,Sasha Vezenkov,,,,PF,517,,,.375,,,,,,,.549
28,,,,,,,.453,,,.751,71,59,1920,Andrew Wiggins,,,,SF,545,,,.358,,,,,,,.498
25,,,,,,,.400,,,1.000,3,0,8,Lindell Wigginton,,,,PG,546,,,.000,,,,,,,.667
24,,,,,,,.250,,,1.000,7,0,16,Alondes Williams,,,,SG,547,,,.000,,,,,,,.500
25,93,12,109,.585,288,145,.503,85,65,.765,29,10,888,Grant Williams,40,89,402,PF,549,20,,.373,126,47,149,56,162,98,.605
22,322,45,245,.592,993,536,.540,221,180,.814,71,71,2223,Jalen Williams,37,175,1355,PF,550,80,,.427,241,103,282,123,752,433,.576
27,,,,.337,,,.306,,,.500,11,0,,Gabe Vincent,,,,PG,518,,,.107,,,,,,,.571
33,,,,.522,,,.484,,,.822,76,74,,Nikola Vučević,,,,C,519,,,.294,,,,,,,.550
24,,,,,,,.370,,,.647,17,0,113,Brandon Williams,,,,PG,548,,,.200,,,,,,,.436
25,,,,,,,.456,,,.757,76,43,2130,Grant Williams,,,,PF,549,,TOT,.375,,,,,,,.558
21,110,27,198,.533,228,95,.417,41,33,.805,69,1,897,Jaylin Williams,36,98,276,C,551,28,,.368,144,53,234,34,84,42,.500
24,7,1,11,.560,50,27,.540,13,7,.538,22,0,129,Jeenathan Williams,12,10,63,SG,552,4,,.400,5,2,23,4,45,25,.556
20,,,,.507,,,.433,,,.773,10,4,,Tristan Vukcevic,,,,C,520,,,.278,,,,,,,.613
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
27,,,,.584,,,.414,,,.769,54,32,,Dean Wade,,,,PF,521,,,.391,,,,,,,.567
25,,,,,,,.413,,,.745,47,33,1242,Grant Williams,,,,PF,549,,,.376,,,,,,,.486
25,,,,,,,.503,,,.765,29,10,888,Grant Williams,,,,PF,549,,,.373,,,,,,,.605
29,93,9,148,.568,280,131,.468,14,7,.500,69,1,1029,Kenrich Williams,61,101,325,PF,553,38,,.397,141,56,209,32,139,75,.540
25,2,4,23,.279,34,9,.265,2,0,.000,7,2,107,Malik Williams,15,15,19,C,554,3,,.200,5,1,38,3,29,8,.276
22,,,,.525,,,.482,,,.850,72,72,,Franz Wagner,,,,SF,522,,,.281,,,,,,,.570
26,,,,.636,,,.601,,,.814,80,1,,Moritz Wagner,,,,C,523,,,.330,,,,,,,.673
22,,,,,,,.540,,,.814,71,71,2223,Jalen Williams,,,,PF,550,,,.427,,,,,,,.576
21,,,,,,,.417,,,.805,69,1,897,Jaylin Williams,,,,C,551,,,.368,,,,,,,.500
22,22,20,108,.649,151,98,.649,64,46,.719,19,19,508,Mark Williams,76,50,242,C,555,16,,,0,0,184,17,151,98,.649
22,66,33,120,.525,359,159,.443,66,52,.788,43,30,1174,Patrick Williams,46,87,429,PF,556,40,,.399,148,59,166,57,211,100,.474
29,,,,.438,,,.292,,,1.000,11,0,,Ish Wainright,,,,SF,524,,TOT,.350,,,,,,,.000
29,,,,.500,,,.333,,,1.000,7,0,,Ish Wainright,,,,SF,524,,,.375,,,,,,,.000
29,,,,.250,,,.167,,,,4,0,,Ish Wainright,,,,SF,524,,,.250,,,,,,,.000
24,,,,,,,.540,,,.538,22,0,129,Jeenathan Williams,,,,SG,552,,,.400,,,,,,,.556
29,,,,,,,.468,,,.500,69,1,1029,Kenrich Williams,,,,PF,553,,,.397,,,,,,,.540
25,,,,,,,.265,,,.000,7,2,107,Malik Williams,,,,C,554,,,.200,,,,,,,.276
26,5,7,27,.654,26,17,.654,9,7,.778,6,0,119,Robert Williams,11,17,41,C,557,7,,,0,0,38,7,26,17,.654
23,175,34,231,.550,379,169,.446,130,104,.800,52,33,1436,Vince Williams Jr.,59,135,521,SG,558,47,,.378,209,79,290,92,170,90,.529
21,,,,.500,,,.460,,,.754,72,23,,Jabari Walker,,,,SF,525,,,.295,,,,,,,.522
